energy_carb,energy_protein,energy_fibre,energy_fat,h_nutrients_calories
56.42343633,20.02845536,3.02289783,71.79860196,1.590991997
61.84004336,20.49094997,3.018233357,72.85205854,1.600343656
63.60506433,20.06334068,2.939677785,74.34265962,1.592711592
70.52179695,21.12593762,3.067607167,75.72978275,1.573083812
70.01796547,19.89493388,2.726374791,77.28988783,1.540775221
67.28353552,20.79445783,2.994046531,78.12877192,1.569748697
64.02143519,19.87851228,2.880834235,77.04085022,1.579279811
57.073667,20.02933315,3.123393487,74.02472085,1.603006764
61.56782207,20.8903551,2.972401979,75.85320936,1.603949745
60.97883003,20.63619327,2.921410888,75.80387572,1.588655063
62.69517999,20.45325009,3.08364089,77.42098945,1.5749637
66.70871832,19.14993322,3.047341136,71.93016098,1.586920961
67.38548588,20.63702912,2.889952376,76.06635097,1.57402784
58.09266771,20.3544271,2.936164492,72.64524981,1.604889033
57.82217967,21.03329157,2.922026267,71.13288735,1.6524085
65.32275889,21.68834011,3.155282925,79.54050342,1.604591985
66.37908385,22.32563309,3.156968845,78.12214593,1.589516277
67.40857835,20.95624829,3.23094109,72.73005375,1.608935501
68.19293761,20.49681741,2.974074777,77.37025725,1.565726115
59.5345365,21.22551278,2.951555282,75.9831583,1.59738887
54.8314239,20.36072013,3.163576849,72.51410207,1.643232112
57.82567353,21.42250396,3.27118859,65.51400951,1.660914963
59.97410576,20.0652271,2.976731794,68.28573585,1.658045904
63.49417343,21.56957454,3.03641442,76.09159467,1.595080294
47.1130064,18.32889126,2.699733475,60.30191898,1.714735752
73.52013343,20.47794669,2.926207755,77.83121251,1.545593606
62.21294587,20.3946277,2.923512177,73.92264582,1.589677169
69.81654328,21.69327076,3.022725911,76.62790427,1.585569199
69.61233219,21.38007999,2.937605207,80.2301653,1.577270129
74.31640691,20.18920781,2.824477404,78.96953424,1.543034046
71.09757758,20.34420136,2.87041945,77.53371408,1.553618558
59.00932436,19.81080054,2.804029564,71.61146573,1.594568935
67.58219372,21.07944278,3.099494022,77.08651025,1.593825695
71.44515615,20.47380445,2.809258495,82.18502086,1.54630296
59.46458746,21.29633991,2.919869736,73.96873207,1.617592352
71.27857062,19.64819498,2.739947657,79.12433011,1.544870178
67.97055783,19.92247417,2.755649821,75.37404098,1.560939418
72.47151599,19.55126309,2.803135343,80.86252603,1.537979765
64.18668046,21.77863526,3.07414516,75.54690554,1.610525304
71.94755989,20.42919954,2.913069498,77.67709645,1.559848831
72.17363088,18.8725584,2.89268401,80.25988654,1.532123271
65.54978265,20.15961993,2.878613624,76.07549772,1.577461061
75.06677382,18.7995641,2.748018871,82.63846729,1.522908488
71.00988804,20.72868,2.865228569,77.65455525,1.563409162
68.22884936,20.19830357,2.940743699,74.71907647,1.571398746
63.71164611,20.37619088,3.103399464,74.92222327,1.597054941
68.06188628,18.32765965,2.95988546,78.30949948,1.549763237
66.49880081,21.57859506,3.036753908,79.04364781,1.596059413
64.39956443,20.56351717,2.898877736,75.35952576,1.593590118
60.74999411,20.88264102,2.886984584,75.6295298,1.608441895
67.29558487,20.80508652,2.916481773,80.29088247,1.570512938
69.10790726,20.64993233,2.914866721,78.16939166,1.570674886
71.87936658,21.20759272,2.922018787,79.05741641,1.570878626
66.37491956,20.72488244,2.831704651,76.37604813,1.58144621
70.15887783,20.88329405,2.803505463,76.87507334,1.571349451
63.8432241,21.34147896,2.989451644,76.44859909,1.594265598
63.64102572,21.38695691,2.896573578,76.84656823,1.581789421
70.93855483,20.62857415,2.853464201,78.85644037,1.551053938
68.60720896,20.32547086,2.935341028,78.3098056,1.567393851
67.34136892,21.13470655,2.977924962,80.00881903,1.57472393
68.62517562,19.45945743,2.783511002,78.28350861,1.582731058
69.74953737,18.74793973,3.011658493,72.02727811,1.566417969
67.56204501,18.77592161,3.26136981,71.42253667,1.567896028
66.87240136,20.2627773,3.019049837,78.98850988,1.570226552
72.31620011,20.78941868,2.915750043,78.54624323,1.568861931
71.53642184,19.86871142,2.901545528,75.24694196,1.55876428
59.20614115,21.3235709,2.963326635,76.32279514,1.600448435
61.45985584,19.95922624,2.924286555,78.46207944,1.57573291
56.39263943,21.08362001,2.911880532,77.30654958,1.599203249
61.09198065,20.32365261,2.972175976,73.51332259,1.610490139
61.92311284,21.71022098,2.994011977,74.53444048,1.626312154
61.77679475,21.10695789,3.156005637,71.25192933,1.606447004
67.19267813,20.31761959,2.853468924,75.98323971,1.586517562
60.17171736,21.85078538,3.050518023,76.38067352,1.612872227
65.1479035,20.55852061,2.92835934,75.30541331,1.601480029
58.10393521,20.78229575,3.107548478,74.87119057,1.603691801
56.48899227,21.19539448,3.03778453,76.22655414,1.621720822
64.47084556,20.94149242,2.902816848,76.77266322,1.587978442
58.66110733,21.32154513,3.020445319,74.65193539,1.615149842
62.08465496,20.39972638,2.96423163,78.94664249,1.5890825
58.72614743,21.48651919,3.03545392,74.45647102,1.630226069
56.63645648,20.37578337,2.950896196,74.29170522,1.630279108
61.38149732,21.97746816,3.014117184,75.07684951,1.619232119
63.72514671,20.80792107,3.095400528,76.74767232,1.601003614
63.21198545,21.15140438,2.938742036,73.85472518,1.605490123
107.4697363,22.80734248,3.34747216,68.08664915,1.520913256
69.37106801,20.75002234,2.996834391,80.46703816,1.569287105
65.07760885,21.32581271,2.923774412,74.5834132,1.592888083
71.17934556,21.57882612,3.179986794,79.24372032,1.578018799
64.71640636,22.08877299,3.169489421,80.80440894,1.614056521
65.25917087,20.63463733,3.031349268,77.56272167,1.593179324
72.12019614,21.26968823,2.842809019,75.08345384,1.571482699
68.34849442,20.8221278,3.042762617,74.6902813,1.606161677
63.7969001,21.75568857,2.997178898,71.49015446,1.622396024
84.17025472,22.2051216,3.153983245,69.76836194,1.575846955
64.59480353,22.07905066,3.00701,74.73715457,1.604443307
68.5345399,21.69232457,2.898989259,78.45238446,1.579926958
67.70303365,20.80007265,2.853740054,77.23425877,1.586887523
70.72728036,21.53114685,2.921787552,75.04034842,1.579044014
70.84595775,20.73345144,2.815997969,75.29893282,1.567578348
68.6857901,21.32922725,3.060040821,77.83703988,1.590074243
66.91769114,22.07197511,2.933998851,75.58958485,1.594718021
69.97375342,20.97323392,2.926255599,75.40681833,1.593995292
65.32926856,21.80542135,2.935892078,76.56047289,1.595109001
68.24310216,20.2961258,2.840795807,77.38512305,1.574359402
68.3978726,21.94525621,2.953274663,76.5136326,1.590400529
63.06091215,22.42694745,2.984170445,75.93713303,1.610558698
79.2854717,21.14356918,2.874685535,84.82885967,1.554043775
70.98207362,20.93410389,2.970340557,78.68839009,1.567541946
75.9717851,20.81213188,2.91458295,85.04635886,1.538954373
77.78302144,21.75832936,3.06997278,80.57127509,1.551869159
77.94541632,21.33743902,3.219175778,77.11097246,1.574787275
78.70252101,21.49933103,2.968528588,76.51572813,1.534116684
76.051697,21.82319471,3.235363498,77.05610025,1.559669582
72.05482988,20.63745636,2.923246134,75.22175182,1.567828067
74.06212252,20.99603106,2.964776531,74.56280242,1.579651247
77.14404841,21.20998744,3.031846101,76.09922103,1.562195395
77.7146879,20.84772611,3.300388535,75.78237898,1.56044943
76.85096661,22.0111775,3.039191564,77.22365773,1.585941815
74.59742095,21.18813512,3.008286287,75.94581212,1.569576979
75.82408702,20.89621713,3.215862287,78.16866406,1.56517927
81.17217271,21.14351198,2.984581549,79.35177173,1.536776171
81.68146836,20.75116781,2.9486358,76.10039719,1.543035212
81.54840571,21.03102946,3.028249317,77.50764197,1.552142634
73.05133225,19.89614839,2.98210218,78.74671162,1.550798821
77.16298766,19.56069372,2.989161452,82.58223717,1.513692897
71.18387617,22.05504896,2.935693549,83.80002564,1.575570031
72.10525725,19.21905051,2.622563143,76.03946667,1.576572001
70.882957,21.77598223,2.975631942,77.52327747,1.58057438
79.67209033,19.78184666,2.930951691,84.10547696,1.511282648
78.69064583,18.00204823,2.717231184,81.18041077,1.489460879
75.62563132,18.7975143,2.852405173,81.13247567,1.528160929
73.19088262,20.72986827,2.917497733,79.39132932,1.558367003
75.36242869,20.12846448,3.024857388,80.33363499,1.550682221
80.27508376,19.53208566,2.941351169,89.08528588,1.507835502
71.97082411,20.49583733,2.824657521,80.60302636,1.548939936
76.72849384,18.5069171,2.843785142,81.03141333,1.507287153
78.55011838,18.16687013,2.823790625,79.61072481,1.510521692
76.88039353,19.43981302,2.964087513,78.46480838,1.533482797
69.90461444,21.77831641,3.089577695,77.06566824,1.590137731
79.29114236,19.30182526,3.014807934,81.29894665,1.526234985
75.22828362,17.92186163,2.800601281,84.0945171,1.509528633
72.39258757,20.91046781,3.039575896,76.58996768,1.578445825
76.76978908,18.3466011,2.883333205,81.56928864,1.511438807
68.58727994,22.05349014,3.014673937,79.22229035,1.59537423
66.37983187,21.50073581,2.965980057,78.23124449,1.592274457
65.92822266,17.43167396,2.772544732,65.23536382,1.560781192
74.47979114,19.45515374,2.933823245,77.35813286,1.579102986
72.38416077,19.80713755,2.83155571,83.48190091,1.5385267
71.90270244,19.28535058,2.773806101,77.56538812,1.549742334
73.86553514,19.8005045,3.007423423,76.92622703,1.5630106
69.79047165,20.9223639,2.981166356,77.39931201,1.593179927
70.59872879,20.83702042,2.962591314,74.48984599,1.575930213
73.90766646,21.38777568,3.141440874,78.51362949,1.580790099
80.98927203,19.45747126,3.119348659,77.28477011,1.585667647
74.24040201,20.07656856,2.864465183,79.04106246,1.542037538
70.61620774,20.20790267,2.923243145,78.91382451,1.559087401
72.52529462,20.58490491,2.970909994,77.98128127,1.563479424
81.69201706,22.70737355,3.225533211,83.56371115,1.55622821
94.45117783,20.84688882,3.296865721,94.31560541,1.492217407
75.42330078,21.81789484,3.074716386,78.24805268,1.564224827
78.4607175,21.2222751,3.299801695,80.88496485,1.561421405
81.4939664,21.07397127,3.514243974,82.4485683,1.55184674
74.36355806,19.70623184,2.875940211,78.77686924,1.549627976
78.71601506,20.67631625,3.21610194,83.68470026,1.544816587
75.01555067,20.79387512,2.818801381,80.14967367,1.574692827
84.01506478,21.17702119,3.075424325,83.31659837,1.524099646
83.02801541,21.31162376,3.292722481,83.40007906,1.539988661
76.55394866,20.58411744,3.212401547,82.21371835,1.552040827
73.37328787,19.72423853,2.857997058,79.7175361,1.556132024
71.6766921,20.61470983,2.883317919,78.18054104,1.570875974
73.28958526,20.05068152,2.866469124,77.37885741,1.561068403
77.11991571,20.65052441,2.887072069,79.66967006,1.535352438
71.16202574,20.42325882,2.796267578,76.87605267,1.567305051
